num_clients,app_servers,db_servers,app_server_service_time,db_server_service_time,app_to_db_server_probability,priority_probability,app_server_queue_length,db_server_queue_length,system_throughput,app_server_throughput,db_server_throughput,system_average_response_time,app_server_average_response_time,db_server_average_response_time,number_in_system,number_in_app_server,number_in_db_app_server,priority_requests_dropped,regular_requests_dropped,total_requests_served,fraction_of_requests_dropped,app_server_utilization,db_server_utlization
1241,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,76.68,96.16,10.06,6.091,5.578,24.248,956,14,942,0,0,7668,0.0,1.0,1.0
1261,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.01,97.13,9.87,5.935,5.606,26.216,942,17,925,0,43,7801,0.005,1.0,1.0
1281,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,81.58,101.05,10.08,5.628,5.242,26.037,954,15,939,0,77,8158,0.009,1.0,1.0
1301,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,77.21,97.22,10.12,6.715,6.186,24.138,999,10,989,0,156,7721,0.02,1.0,1.0
1321,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.79,99.67,10.2,6.64,6.046,22.963,988,20,968,0,225,7979,0.027,1.0,1.0
1341,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.71,100.21,10.03,6.993,6.524,25.343,971,24,947,0,256,8071,0.031,1.0,1.0
1361,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.16,98.6,9.61,7.05,6.751,26.775,1002,19,983,0,427,7916,0.051,1.0,1.0
1381,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.42,98.72,9.9,6.905,6.435,25.138,1021,10,1011,0,455,7842,0.055,1.0,1.0
1401,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.07,97.09,9.98,7.817,7.688,25.781,998,94,904,0,425,7807,0.052,1.0,1.0
1421,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.37,99.24,10.76,8.034,8.12,26.095,1048,137,911,0,699,7937,0.081,1.0,1.0
1441,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.43,98.89,10.19,8.768,8.603,23.0,1020,93,927,0,704,7943,0.081,1.0,1.0
1461,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.29,99.8,9.98,7.723,7.587,24.795,1037,84,953,0,757,8029,0.086,1.0,1.0
1481,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,82.39,102.56,9.55,7.125,6.806,27.729,1084,76,1008,0,1016,8239,0.11,1.0,1.0
1501,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.13,100.39,9.69,7.973,7.877,24.568,1056,45,1011,0,1433,8013,0.152,1.0,1.0
