num_clients,app_servers,db_servers,app_server_service_time,db_server_service_time,app_to_db_server_probability,priority_probability,app_server_queue_length,db_server_queue_length,system_throughput,app_server_throughput,db_server_throughput,system_average_response_time,app_server_average_response_time,db_server_average_response_time,number_in_system,number_in_app_server,number_in_db_app_server,priority_requests_dropped,regular_requests_dropped,total_requests_served,fraction_of_requests_dropped,app_server_utilization,db_server_utlization
501,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,52.96,66.68,10.6,2.742,3.393,17.54,287,4,283,0,41,5296,0.008,0.4,1.0
521,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,53.12,66.28,9.99,2.757,3.332,20.153,299,3,296,0,35,5312,0.007,0.3,1.0
541,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,53.18,66.75,9.94,2.748,3.354,20.377,347,5,342,0,53,5318,0.01,0.5,1.0
561,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,55.94,69.82,10.37,2.902,3.535,19.544,341,10,331,0,37,5594,0.007,1.0,1.0
581,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,56.85,71.24,10.29,2.922,3.58,19.676,391,6,385,0,46,5685,0.008,0.6,1.0
601,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,56.81,71.63,10.46,2.889,3.588,20.907,401,4,397,0,71,5681,0.012,0.4,1.0
621,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,58.59,72.86,9.63,2.973,3.653,21.056,428,7,421,0,72,5859,0.012,0.7,1.0
641,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,58.05,72.97,10.07,2.996,3.663,22.202,455,10,445,0,86,5805,0.015,1.0,1.0
661,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,58.56,73.07,9.56,3.101,3.702,22.278,463,1,462,0,75,5856,0.013,0.1,1.0
681,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,58.88,73.87,9.72,3.223,3.717,23.815,494,4,490,0,91,5888,0.015,0.4,1.0
701,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,62.56,77.53,9.77,3.237,3.915,24.061,497,10,487,0,87,6256,0.014,1.0,1.0
721,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,59.45,74.83,9.68,3.191,3.808,23.45,563,12,551,0,92,5945,0.015,1.0,1.0
741,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,61.49,76.88,9.73,3.309,3.943,24.333,548,10,538,0,101,6149,0.016,1.0,1.0
761,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,65.33,81.13,9.96,3.398,4.103,21.247,574,12,562,0,81,6533,0.012,1.0,1.0
781,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,64.67,80.89,9.74,3.321,4.053,22.388,631,7,624,0,89,6467,0.014,0.7,1.0
801,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,63.39,79.72,9.87,3.57,4.06,24.71,624,8,616,0,99,6339,0.015,0.8,1.0
821,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,68.68,85.36,10.38,3.498,4.282,22.071,611,9,602,0,83,6868,0.012,0.9,1.0
841,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,69.99,86.35,9.94,3.529,4.322,23.443,615,3,612,0,89,6999,0.013,0.3,1.0
861,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,67.3,84.4,9.79,3.38,4.117,23.62,693,8,685,0,141,6730,0.021,0.8,1.0
881,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,66.88,83.73,9.37,3.422,4.094,22.627,727,9,718,0,134,6688,0.02,0.9,1.0
901,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,70.89,87.94,9.84,3.6,4.381,21.701,709,10,699,0,88,7089,0.012,1.0,1.0
921,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,72.18,89.97,10.29,3.794,4.481,23.139,724,4,720,0,93,7218,0.013,0.4,1.0
941,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,70.04,87.22,9.31,3.568,4.264,23.913,771,8,763,0,141,7004,0.02,0.8,1.0
961,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,72.66,90.21,9.96,3.981,4.559,24.051,740,8,732,0,102,7266,0.014,0.8,1.0
981,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,71.53,89.89,10.14,3.979,4.443,23.478,798,5,793,0,132,7153,0.018,0.5,1.0
1001,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,74.31,92.9,10.44,3.969,4.63,22.639,788,8,780,0,110,7431,0.015,0.8,1.0
1021,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,75.69,94.02,9.68,3.782,4.417,19.124,814,9,805,0,157,7569,0.02,0.9,1.0
1041,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,74.69,93.43,9.9,4.455,4.661,26.247,864,10,854,0,126,7469,0.017,1.0,1.0
1061,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,77.51,95.96,9.69,3.946,4.502,20.854,826,7,819,0,179,7751,0.023,0.7,1.0
1081,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,74.15,93.53,9.41,3.976,4.245,22.515,918,15,903,0,244,7415,0.032,1.0,1.0
1101,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,75.74,95.11,9.72,4.26,4.444,21.997,900,7,893,0,206,7574,0.026,0.7,1.0
1121,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,76.93,96.45,10.18,4.953,4.827,25.317,899,5,894,0,130,7693,0.017,0.5,1.0
1141,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.06,97.79,10.08,4.61,4.716,20.294,891,7,884,0,189,7806,0.024,0.7,1.0
1161,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.17,98.96,10.12,4.872,4.718,20.052,897,5,892,0,183,7917,0.023,0.5,1.0
1181,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,77.35,97.11,9.09,4.729,4.649,20.109,952,12,940,0,249,7735,0.031,1.0,1.0
1201,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,76.97,97.18,8.35,4.007,4.323,19.249,1007,8,999,0,376,7697,0.047,0.8,1.0
1221,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.71,99.83,8.35,4.015,4.419,18.999,1015,13,1002,0,391,7971,0.047,1.0,1.0
1241,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.5,98.29,9.72,5.459,5.44,23.563,973,12,961,0,215,7850,0.027,1.0,1.0
1261,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.06,99.13,9.96,5.762,5.41,25.199,1031,74,957,0,221,7906,0.027,1.0,1.0
1281,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.27,100.83,8.9,5.478,5.842,19.673,1089,89,1000,0,556,8027,0.065,1.0,1.0
1301,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,81.51,101.98,8.63,5.687,6.349,21.288,1198,182,1016,0,729,8151,0.082,1.0,1.0
1321,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.99,100.18,8.67,6.78,6.836,20.85,1307,307,1000,0,910,7999,0.102,1.0,1.0
1341,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.24,100.64,9.2,6.866,7.077,20.476,1370,413,957,0,1033,8024,0.114,1.0,1.0
1361,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.7,100.46,9.34,7.611,7.693,22.814,1369,435,934,0,1006,8070,0.111,1.0,1.0
1381,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.65,100.53,9.39,7.424,7.399,20.592,1607,622,985,0,1468,7965,0.156,1.0,1.0
1401,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,78.73,98.93,9.31,8.466,8.181,20.625,1670,735,935,0,1506,7873,0.161,1.0,1.0
1421,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.82,99.99,9.39,8.414,8.263,21.436,1856,935,921,0,2296,7982,0.223,1.0,1.0
1441,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.22,100.08,9.62,9.121,8.682,21.868,1895,1010,885,0,5977,8022,0.427,1.0,1.0
1461,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.03,99.93,8.96,9.157,8.942,19.653,1943,1008,935,0,15909,8003,0.665,1.0,1.0
1481,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,80.1,99.57,8.56,9.261,9.001,20.969,1930,1010,920,0,15967,8010,0.666,1.0,1.0
1501,10,10,0.1,1.0,0.2,0.2,1000.0,1000.0,79.16,99.32,8.7,9.361,9.154,20.602,1971,1010,961,0,30143,7916,0.792,1.0,1.0
